Class combination;Number of classes;K worst features rejected;Measure name;Measure score
(2, 3, 4);3;34;f2;0.0
(2, 3, 4);3;35;f2;0.0
(2, 3, 4);3;36;f2;0.0
(2, 3, 4);3;37;f2;0.0
(2, 3, 4);3;38;f2;0.0
(2, 3, 4);3;39;f2;0.0
(2, 3, 4);3;40;f2;0.0
(2, 3, 4);3;41;f2;0.0
(2, 3, 4);3;42;f2;0.0
(2, 3, 4);3;43;f2;0.0
(2, 3, 4);3;44;f2;0.0
(2, 3, 4);3;45;f2;0.0
(2, 3, 4);3;46;f2;0.0
(2, 3, 4);3;47;f2;0.0
(2, 3, 4);3;48;f2;0.0
(2, 3, 4);3;49;f2;0.0
(2, 3, 4);3;50;f2;0.0
(2, 3, 4);3;51;f2;0.0
(2, 3, 4);3;52;f2;0.0
(2, 3, 4);3;53;f2;0.0
(2, 3, 4);3;54;f2;0.0
(2, 3, 4);3;55;f2;0.0
(2, 3, 4);3;56;f2;0.0
(2, 3, 4);3;57;f2;0.0
(2, 3, 4);3;58;f2;0.0
(2, 3, 4);3;59;f2;0.0
(2, 3, 4);3;60;f2;0.0
(2, 3, 4);3;61;f2;0.0
(2, 3, 4);3;62;f2;0.0
(2, 3, 4);3;63;f2;0.0
(2, 3, 4);3;64;f2;0.0
(2, 3, 4);3;65;f2;0.0
(2, 3, 4);3;66;f2;0.0
(2, 3, 4);3;67;f2;0.0
(2, 3, 4);3;68;f2;0.0
(2, 3, 4);3;69;f2;0.0
(2, 3, 4);3;70;f2;0.0
(2, 3, 4);3;71;f2;0.0
(2, 3, 4);3;72;f2;0.0
(2, 3, 4);3;73;f2;0.0
(2, 3, 4);3;74;f2;0.0
(2, 3, 4);3;75;f2;0.0
(2, 3, 4);3;76;f2;0.0
(2, 3, 4);3;77;f2;0.0
(2, 3, 4);3;78;f2;0.0
(2, 3, 4);3;79;f2;0.0
(2, 3, 4);3;80;f2;0.0
(2, 3, 4);3;81;f2;0.0
(2, 3, 4);3;82;f2;0.0
(2, 3, 4);3;83;f2;0.0
(2, 3, 4);3;84;f2;0.0
(2, 3, 4);3;85;f2;0.0
(2, 3, 4);3;86;f2;0.0
(2, 3, 4);3;87;f2;0.0
(2, 3, 4);3;88;f2;0.0
(2, 3, 4);3;89;f2;0.0
(2, 3, 4);3;90;f2;0.0
(2, 3, 4);3;91;f2;0.0
(2, 3, 4);3;92;f2;0.0
(2, 3, 4);3;93;f2;0.0
(2, 3, 4);3;94;f2;0.0
(2, 3, 4);3;95;f2;0.0
(2, 3, 4);3;96;f2;0.0
(2, 3, 4);3;97;f2;0.0
(2, 3, 4);3;98;f2;0.0
(2, 3, 4);3;99;f2;0.0
(2, 3, 4);3;100;f2;0.0
(2, 3, 4);3;101;f2;0.0
(2, 3, 4);3;102;f2;0.0
(2, 3, 4);3;103;f2;0.0
(2, 3, 4);3;104;f2;0.0
(2, 3, 4);3;105;f2;0.0
(2, 3, 4);3;106;f2;0.0
(2, 3, 4);3;107;f2;0.0
(2, 3, 4);3;108;f2;0.0
(2, 3, 4);3;109;f2;0.0
(2, 3, 4);3;110;f2;0.0
(2, 3, 4);3;111;f2;0.0
(2, 3, 4);3;112;f2;0.0
(2, 3, 4);3;113;f2;0.0
(2, 3, 4);3;114;f2;0.0
(2, 3, 4);3;115;f2;0.0
(2, 3, 4);3;116;f2;0.0
(2, 3, 4);3;117;f2;0.0
(2, 3, 4);3;118;f2;0.0
(2, 3, 4);3;119;f2;0.0
(2, 3, 4);3;120;f2;0.0
(2, 3, 4);3;121;f2;0.0
(2, 3, 4);3;122;f2;0.0
(2, 3, 4);3;123;f2;0.0
(2, 3, 4);3;124;f2;0.0
(2, 3, 4);3;125;f2;0.0
(2, 3, 4);3;126;f2;0.0
(2, 3, 4);3;127;f2;0.0
(2, 3, 4);3;128;f2;0.0
(2, 3, 4);3;129;f2;0.0
(2, 3, 4);3;130;f2;0.0
(2, 3, 4);3;131;f2;0.0
(2, 3, 4);3;132;f2;0.0
(2, 3, 4);3;133;f2;0.0
(2, 3, 4);3;134;f2;0.0
(2, 3, 4);3;135;f2;0.0
(2, 3, 4);3;136;f2;0.0
(2, 3, 4);3;137;f2;0.0
(2, 3, 4);3;138;f2;0.0
(2, 3, 4);3;139;f2;0.0
(2, 3, 4);3;140;f2;0.0
(2, 3, 4);3;141;f2;0.0
(2, 3, 4);3;142;f2;0.0
(2, 3, 4);3;143;f2;0.0
(2, 3, 4);3;144;f2;0.0
(2, 3, 4);3;145;f2;0.0
(2, 3, 4);3;146;f2;0.0
(2, 3, 4);3;147;f2;0.0
(2, 3, 4);3;148;f2;0.001
(2, 3, 4);3;149;f2;0.001
(2, 3, 4);3;150;f2;0.003
(2, 3, 4);3;151;f2;0.009
(2, 3, 4);3;152;f2;0.017
(2, 3, 4);3;153;f2;0.023
(2, 3, 4);3;154;f2;0.072
(2, 3, 4);3;155;f2;0.096
(2, 3, 4);3;156;f2;0.145
(2, 3, 4);3;157;f2;0.209
(2, 3, 4);3;158;f2;0.299
(2, 3, 4);3;159;f2;0.65
(2, 3, 4);3;0;f3;0.637
(2, 3, 4);3;1;f3;0.637
(2, 3, 4);3;2;f3;0.637
(2, 3, 4);3;3;f3;0.637
(2, 3, 4);3;4;f3;0.637
(2, 3, 4);3;5;f3;0.637
(2, 3, 4);3;6;f3;0.637
(2, 3, 4);3;7;f3;0.637
(2, 3, 4);3;8;f3;0.637
(2, 3, 4);3;9;f3;0.637
(2, 3, 4);3;10;f3;0.637
(2, 3, 4);3;11;f3;0.637
(2, 3, 4);3;12;f3;0.637
(2, 3, 4);3;13;f3;0.637
(2, 3, 4);3;14;f3;0.637
(2, 3, 4);3;15;f3;0.637
(2, 3, 4);3;16;f3;0.637
(2, 3, 4);3;17;f3;0.637
(2, 3, 4);3;18;f3;0.637
(2, 3, 4);3;19;f3;0.637
(2, 3, 4);3;20;f3;0.637
(2, 3, 4);3;21;f3;0.637
(2, 3, 4);3;22;f3;0.637
(2, 3, 4);3;23;f3;0.637
(2, 3, 4);3;24;f3;0.637
(2, 3, 4);3;25;f3;0.637
(2, 3, 4);3;26;f3;0.637
(2, 3, 4);3;27;f3;0.637
(2, 3, 4);3;28;f3;0.637
(2, 3, 4);3;29;f3;0.637
(2, 3, 4);3;30;f3;0.637
(2, 3, 4);3;31;f3;0.637
(2, 3, 4);3;32;f3;0.637
(2, 3, 4);3;33;f3;0.637
(2, 3, 4);3;34;f3;0.637
(2, 3, 4);3;35;f3;0.637
(2, 3, 4);3;36;f3;0.637
(2, 3, 4);3;37;f3;0.637
(2, 3, 4);3;38;f3;0.637
(2, 3, 4);3;39;f3;0.637
(2, 3, 4);3;40;f3;0.637
(2, 3, 4);3;41;f3;0.637
(2, 3, 4);3;42;f3;0.637
(2, 3, 4);3;43;f3;0.637
(2, 3, 4);3;44;f3;0.637
(2, 3, 4);3;45;f3;0.637
(2, 3, 4);3;46;f3;0.637
(2, 3, 4);3;47;f3;0.637
(2, 3, 4);3;48;f3;0.637
(2, 3, 4);3;49;f3;0.637
(2, 3, 4);3;50;f3;0.637
(2, 3, 4);3;51;f3;0.637
(2, 3, 4);3;52;f3;0.637
(2, 3, 4);3;53;f3;0.637
(2, 3, 4);3;54;f3;0.637
(2, 3, 4);3;55;f3;0.637
(2, 3, 4);3;56;f3;0.637
(2, 3, 4);3;57;f3;0.637
(2, 3, 4);3;58;f3;0.637
(2, 3, 4);3;59;f3;0.637
(2, 3, 4);3;60;f3;0.637
(2, 3, 4);3;61;f3;0.637
(2, 3, 4);3;62;f3;0.637
(2, 3, 4);3;63;f3;0.637
(2, 3, 4);3;64;f3;0.637
(2, 3, 4);3;65;f3;0.637
(2, 3, 4);3;66;f3;0.637
(2, 3, 4);3;67;f3;0.637
(2, 3, 4);3;68;f3;0.637
(2, 3, 4);3;69;f3;0.637
(2, 3, 4);3;70;f3;0.637
(2, 3, 4);3;71;f3;0.637
(2, 3, 4);3;72;f3;0.637
(2, 3, 4);3;73;f3;0.637
(2, 3, 4);3;74;f3;0.637
(2, 3, 4);3;75;f3;0.637
(2, 3, 4);3;76;f3;0.637
(2, 3, 4);3;77;f3;0.637
(2, 3, 4);3;78;f3;0.637
(2, 3, 4);3;79;f3;0.637
(2, 3, 4);3;80;f3;0.637
(2, 3, 4);3;81;f3;0.637
(2, 3, 4);3;82;f3;0.637
(2, 3, 4);3;83;f3;0.637
(2, 3, 4);3;84;f3;0.637
(2, 3, 4);3;85;f3;0.637
(2, 3, 4);3;86;f3;0.637
(2, 3, 4);3;87;f3;0.637
(2, 3, 4);3;88;f3;0.637
(2, 3, 4);3;89;f3;0.637
(2, 3, 4);3;90;f3;0.637
(2, 3, 4);3;91;f3;0.637
(2, 3, 4);3;92;f3;0.637
(2, 3, 4);3;93;f3;0.637
(2, 3, 4);3;94;f3;0.637
(2, 3, 4);3;95;f3;0.637
(2, 3, 4);3;96;f3;0.637
(2, 3, 4);3;97;f3;0.637
(2, 3, 4);3;98;f3;0.637
(2, 3, 4);3;99;f3;0.637
(2, 3, 4);3;100;f3;0.637
(2, 3, 4);3;101;f3;0.637
(2, 3, 4);3;102;f3;0.637
(2, 3, 4);3;103;f3;0.637
(2, 3, 4);3;104;f3;0.637
(2, 3, 4);3;105;f3;0.637
(2, 3, 4);3;106;f3;0.637
(2, 3, 4);3;107;f3;0.637
(2, 3, 4);3;108;f3;0.637
(2, 3, 4);3;109;f3;0.637
(2, 3, 4);3;110;f3;0.637
(2, 3, 4);3;111;f3;0.637
(2, 3, 4);3;112;f3;0.637
(2, 3, 4);3;113;f3;0.637
(2, 3, 4);3;114;f3;0.637
(2, 3, 4);3;115;f3;0.637
(2, 3, 4);3;116;f3;0.637
(2, 3, 4);3;117;f3;0.637
(2, 3, 4);3;118;f3;0.637
(2, 3, 4);3;119;f3;0.637
(2, 3, 4);3;120;f3;0.637
(2, 3, 4);3;121;f3;0.637
(2, 3, 4);3;122;f3;0.637
(2, 3, 4);3;123;f3;0.637
(2, 3, 4);3;124;f3;0.637
(2, 3, 4);3;125;f3;0.637
(2, 3, 4);3;126;f3;0.637
(2, 3, 4);3;127;f3;0.637
(2, 3, 4);3;128;f3;0.637
(2, 3, 4);3;129;f3;0.637
(2, 3, 4);3;130;f3;0.637
(2, 3, 4);3;131;f3;0.637
(2, 3, 4);3;132;f3;0.637
(2, 3, 4);3;133;f3;0.637
(2, 3, 4);3;134;f3;0.637
(2, 3, 4);3;135;f3;0.637
(2, 3, 4);3;136;f3;0.637
(2, 3, 4);3;137;f3;0.637
(2, 3, 4);3;138;f3;0.637
(2, 3, 4);3;139;f3;0.637
(2, 3, 4);3;140;f3;0.637
(2, 3, 4);3;141;f3;0.637
(2, 3, 4);3;142;f3;0.637
(2, 3, 4);3;143;f3;0.637
(2, 3, 4);3;144;f3;0.637
(2, 3, 4);3;145;f3;0.637
(2, 3, 4);3;146;f3;0.637
(2, 3, 4);3;147;f3;0.646
(2, 3, 4);3;148;f3;0.661
(2, 3, 4);3;149;f3;0.661
(2, 3, 4);3;150;f3;0.665
(2, 3, 4);3;151;f3;0.713
(2, 3, 4);3;152;f3;0.713
(2, 3, 4);3;153;f3;0.713
(2, 3, 4);3;154;f3;0.713
(2, 3, 4);3;155;f3;0.713
(2, 3, 4);3;156;f3;0.713
(2, 3, 4);3;157;f3;0.72
(2, 3, 4);3;158;f3;0.72
(2, 3, 4);3;159;f3;0.748
(2, 3, 4);3;0;f4;0.0
(2, 3, 4);3;1;f4;0.0
(2, 3, 4);3;2;f4;0.0
(2, 3, 4);3;3;f4;0.0
(2, 3, 4);3;4;f4;0.0
(2, 3, 4);3;5;f4;0.0
(2, 3, 4);3;6;f4;0.0
(2, 3, 4);3;7;f4;0.0
(2, 3, 4);3;8;f4;0.0
(2, 3, 4);3;9;f4;0.0
(2, 3, 4);3;10;f4;0.0
(2, 3, 4);3;11;f4;0.0
(2, 3, 4);3;12;f4;0.0
(2, 3, 4);3;13;f4;0.0
(2, 3, 4);3;14;f4;0.0
(2, 3, 4);3;15;f4;0.0
(2, 3, 4);3;16;f4;0.0
(2, 3, 4);3;17;f4;0.0
(2, 3, 4);3;18;f4;0.0
(2, 3, 4);3;19;f4;0.0
(2, 3, 4);3;20;f4;0.0
(2, 3, 4);3;21;f4;0.0
(2, 3, 4);3;22;f4;0.0
(2, 3, 4);3;23;f4;0.0
(2, 3, 4);3;24;f4;0.0
(2, 3, 4);3;25;f4;0.0
(2, 3, 4);3;26;f4;0.0
(2, 3, 4);3;27;f4;0.0
(2, 3, 4);3;28;f4;0.0
(2, 3, 4);3;29;f4;0.0
(2, 3, 4);3;30;f4;0.0
(2, 3, 4);3;31;f4;0.0
(2, 3, 4);3;32;f4;0.0
(2, 3, 4);3;33;f4;0.0
(2, 3, 4);3;34;f4;0.0
(2, 3, 4);3;35;f4;0.0
(2, 3, 4);3;36;f4;0.0
(2, 3, 4);3;37;f4;0.0
(2, 3, 4);3;38;f4;0.0
(2, 3, 4);3;39;f4;0.0
(2, 3, 4);3;40;f4;0.0
(2, 3, 4);3;41;f4;0.0
(2, 3, 4);3;42;f4;0.0
(2, 3, 4);3;43;f4;0.0
(2, 3, 4);3;44;f4;0.0
(2, 3, 4);3;45;f4;0.0
(2, 3, 4);3;46;f4;0.0
(2, 3, 4);3;47;f4;0.0
(2, 3, 4);3;48;f4;0.0
(2, 3, 4);3;49;f4;0.0
(2, 3, 4);3;50;f4;0.0
(2, 3, 4);3;51;f4;0.0
(2, 3, 4);3;52;f4;0.0
(2, 3, 4);3;53;f4;0.0
(2, 3, 4);3;54;f4;0.0
(2, 3, 4);3;55;f4;0.0
(2, 3, 4);3;56;f4;0.0
(2, 3, 4);3;57;f4;0.0
(2, 3, 4);3;58;f4;0.0
(2, 3, 4);3;59;f4;0.0
(2, 3, 4);3;60;f4;0.0
(2, 3, 4);3;61;f4;0.0
(2, 3, 4);3;62;f4;0.0
(2, 3, 4);3;63;f4;0.0
(2, 3, 4);3;64;f4;0.0
(2, 3, 4);3;65;f4;0.0
(2, 3, 4);3;66;f4;0.0
(2, 3, 4);3;67;f4;0.0
(2, 3, 4);3;68;f4;0.0
(2, 3, 4);3;69;f4;0.0
(2, 3, 4);3;70;f4;0.0
(2, 3, 4);3;71;f4;0.0
(2, 3, 4);3;72;f4;0.0
(2, 3, 4);3;73;f4;0.0
(2, 3, 4);3;74;f4;0.0
(2, 3, 4);3;75;f4;0.0
(2, 3, 4);3;76;f4;0.0
(2, 3, 4);3;77;f4;0.0
(2, 3, 4);3;78;f4;0.0
(2, 3, 4);3;79;f4;0.0
(2, 3, 4);3;80;f4;0.0
(2, 3, 4);3;81;f4;0.0
(2, 3, 4);3;82;f4;0.0
(2, 3, 4);3;83;f4;0.0
(2, 3, 4);3;84;f4;0.0
(2, 3, 4);3;85;f4;0.0
(2, 3, 4);3;86;f4;0.0
(2, 3, 4);3;87;f4;0.0
(2, 3, 4);3;88;f4;0.0
(2, 3, 4);3;89;f4;0.0
(2, 3, 4);3;90;f4;0.0
(2, 3, 4);3;91;f4;0.0
(2, 3, 4);3;92;f4;0.0
(2, 3, 4);3;93;f4;0.0
(2, 3, 4);3;94;f4;0.0
(2, 3, 4);3;95;f4;0.0
(2, 3, 4);3;96;f4;0.0
(2, 3, 4);3;97;f4;0.0
(2, 3, 4);3;98;f4;0.0
(2, 3, 4);3;99;f4;0.0
(2, 3, 4);3;100;f4;0.0
(2, 3, 4);3;101;f4;0.0
(2, 3, 4);3;102;f4;0.0
(2, 3, 4);3;103;f4;0.0
(2, 3, 4);3;104;f4;0.0
(2, 3, 4);3;105;f4;0.0
(2, 3, 4);3;106;f4;0.0
(2, 3, 4);3;107;f4;0.0
(2, 3, 4);3;108;f4;0.0
(2, 3, 4);3;109;f4;0.0
(2, 3, 4);3;110;f4;0.0
(2, 3, 4);3;111;f4;0.0
(2, 3, 4);3;112;f4;0.0
(2, 3, 4);3;113;f4;0.0
(2, 3, 4);3;114;f4;0.009
(2, 3, 4);3;115;f4;0.009
(2, 3, 4);3;116;f4;0.0
(2, 3, 4);3;117;f4;0.011
(2, 3, 4);3;118;f4;0.0
(2, 3, 4);3;119;f4;0.0
(2, 3, 4);3;120;f4;0.0
(2, 3, 4);3;121;f4;0.0
(2, 3, 4);3;122;f4;0.0
(2, 3, 4);3;123;f4;0.0
(2, 3, 4);3;124;f4;0.0
(2, 3, 4);3;125;f4;0.004
(2, 3, 4);3;126;f4;0.002
(2, 3, 4);3;127;f4;0.004
(2, 3, 4);3;128;f4;0.004
(2, 3, 4);3;129;f4;0.004
(2, 3, 4);3;130;f4;0.0
(2, 3, 4);3;131;f4;0.009
(2, 3, 4);3;132;f4;0.009
(2, 3, 4);3;133;f4;0.0
(2, 3, 4);3;134;f4;0.0
(2, 3, 4);3;135;f4;0.031
(2, 3, 4);3;136;f4;0.026
(2, 3, 4);3;137;f4;0.052
(2, 3, 4);3;138;f4;0.069
(2, 3, 4);3;139;f4;0.069
(2, 3, 4);3;140;f4;0.074
(2, 3, 4);3;141;f4;0.091
(2, 3, 4);3;142;f4;0.094
(2, 3, 4);3;143;f4;0.096
(2, 3, 4);3;144;f4;0.104
(2, 3, 4);3;145;f4;0.135
(2, 3, 4);3;146;f4;0.154
(2, 3, 4);3;147;f4;0.163
(2, 3, 4);3;148;f4;0.178
(2, 3, 4);3;149;f4;0.231
(2, 3, 4);3;150;f4;0.278
(2, 3, 4);3;151;f4;0.33
(2, 3, 4);3;152;f4;0.372
(2, 3, 4);3;153;f4;0.38
(2, 3, 4);3;154;f4;0.433
(2, 3, 4);3;155;f4;0.446
(2, 3, 4);3;156;f4;0.5
(2, 3, 4);3;157;f4;0.557
(2, 3, 4);3;158;f4;0.6
(2, 3, 4);3;159;f4;0.748
(1, 4, 5);3;0;f1;0.441
(1, 4, 5);3;1;f1;0.441
(1, 4, 5);3;2;f1;0.441
(1, 4, 5);3;3;f1;0.441
(1, 4, 5);3;4;f1;0.441
(1, 4, 5);3;5;f1;0.441
(1, 4, 5);3;6;f1;0.441
(1, 4, 5);3;7;f1;0.441
(1, 4, 5);3;8;f1;0.441
(1, 4, 5);3;9;f1;0.441
(1, 4, 5);3;10;f1;0.441
(1, 4, 5);3;11;f1;0.441
(1, 4, 5);3;12;f1;0.441
(1, 4, 5);3;13;f1;0.441
(1, 4, 5);3;14;f1;0.441
(1, 4, 5);3;15;f1;0.441
(1, 4, 5);3;16;f1;0.441
(1, 4, 5);3;17;f1;0.441
(1, 4, 5);3;18;f1;0.441
(1, 4, 5);3;19;f1;0.441
(1, 4, 5);3;20;f1;0.441
(1, 4, 5);3;21;f1;0.441
(1, 4, 5);3;22;f1;0.441
(1, 4, 5);3;23;f1;0.441
(1, 4, 5);3;24;f1;0.441
(1, 4, 5);3;25;f1;0.441
(1, 4, 5);3;26;f1;0.441
(1, 4, 5);3;27;f1;0.441
(1, 4, 5);3;28;f1;0.441
(1, 4, 5);3;29;f1;0.441
(1, 4, 5);3;30;f1;0.441
(1, 4, 5);3;31;f1;0.441
(1, 4, 5);3;32;f1;0.441
(1, 4, 5);3;33;f1;0.441
(1, 4, 5);3;34;f1;0.441
(1, 4, 5);3;35;f1;0.441
(1, 4, 5);3;36;f1;0.441
(1, 4, 5);3;37;f1;0.441
(1, 4, 5);3;38;f1;0.441
(1, 4, 5);3;39;f1;0.441
(1, 4, 5);3;40;f1;0.441
(1, 4, 5);3;41;f1;0.441
(1, 4, 5);3;42;f1;0.441
(1, 4, 5);3;43;f1;0.441
(1, 4, 5);3;44;f1;0.441
(1, 4, 5);3;45;f1;0.441
(1, 4, 5);3;46;f1;0.441
(1, 4, 5);3;47;f1;0.441
(1, 4, 5);3;48;f1;0.441
(1, 4, 5);3;49;f1;0.441
(1, 4, 5);3;50;f1;0.441
(1, 4, 5);3;51;f1;0.441
(1, 4, 5);3;52;f1;0.441
(1, 4, 5);3;53;f1;0.441
(1, 4, 5);3;54;f1;0.441
(1, 4, 5);3;55;f1;0.441
(1, 4, 5);3;56;f1;0.441
(1, 4, 5);3;57;f1;0.441
(1, 4, 5);3;58;f1;0.441
(1, 4, 5);3;59;f1;0.441
(1, 4, 5);3;60;f1;0.441
(1, 4, 5);3;61;f1;0.441
(1, 4, 5);3;62;f1;0.441
(1, 4, 5);3;63;f1;0.441
(1, 4, 5);3;64;f1;0.441
(1, 4, 5);3;65;f1;0.441
(1, 4, 5);3;66;f1;0.441
(1, 4, 5);3;67;f1;0.441
(1, 4, 5);3;68;f1;0.441
(1, 4, 5);3;69;f1;0.441
(1, 4, 5);3;70;f1;0.441
(1, 4, 5);3;71;f1;0.441
(1, 4, 5);3;72;f1;0.441
(1, 4, 5);3;73;f1;0.441
(1, 4, 5);3;74;f1;0.441
(1, 4, 5);3;75;f1;0.441
(1, 4, 5);3;76;f1;0.441
(1, 4, 5);3;77;f1;0.441
(1, 4, 5);3;78;f1;0.441
(1, 4, 5);3;79;f1;0.441
(1, 4, 5);3;80;f1;0.441
(1, 4, 5);3;81;f1;0.441
(1, 4, 5);3;82;f1;0.441
(1, 4, 5);3;83;f1;0.441
(1, 4, 5);3;84;f1;0.441
(1, 4, 5);3;85;f1;0.441
(1, 4, 5);3;86;f1;0.441
(1, 4, 5);3;87;f1;0.441
(1, 4, 5);3;88;f1;0.441
(1, 4, 5);3;89;f1;0.441
(1, 4, 5);3;90;f1;0.441
(1, 4, 5);3;91;f1;0.441
(1, 4, 5);3;92;f1;0.441
(1, 4, 5);3;93;f1;0.441
(1, 4, 5);3;94;f1;0.441
(1, 4, 5);3;95;f1;0.441
(1, 4, 5);3;96;f1;0.441
(1, 4, 5);3;97;f1;0.441
(1, 4, 5);3;98;f1;0.441
(1, 4, 5);3;99;f1;0.441
(1, 4, 5);3;100;f1;0.441
(1, 4, 5);3;101;f1;0.441
(1, 4, 5);3;102;f1;0.441
(1, 4, 5);3;103;f1;0.441
(1, 4, 5);3;104;f1;0.441
(1, 4, 5);3;105;f1;0.441
(1, 4, 5);3;106;f1;0.441
(1, 4, 5);3;107;f1;0.441
(1, 4, 5);3;108;f1;0.441
(1, 4, 5);3;109;f1;0.441
(1, 4, 5);3;110;f1;0.441
(1, 4, 5);3;111;f1;0.441
(1, 4, 5);3;112;f1;0.441
(1, 4, 5);3;113;f1;0.441
(1, 4, 5);3;114;f1;0.441
(1, 4, 5);3;115;f1;0.441
(1, 4, 5);3;116;f1;0.441
(1, 4, 5);3;117;f1;0.441
(1, 4, 5);3;118;f1;0.441
(1, 4, 5);3;119;f1;0.441
(1, 4, 5);3;120;f1;0.441
(1, 4, 5);3;121;f1;0.441
(1, 4, 5);3;122;f1;0.441
(1, 4, 5);3;123;f1;0.441
(1, 4, 5);3;124;f1;0.441
(1, 4, 5);3;125;f1;0.441
(1, 4, 5);3;126;f1;0.441
(1, 4, 5);3;127;f1;0.441
(1, 4, 5);3;128;f1;0.441
(1, 4, 5);3;129;f1;0.441
(1, 4, 5);3;130;f1;0.441
(1, 4, 5);3;131;f1;0.441
(1, 4, 5);3;132;f1;0.441
(1, 4, 5);3;133;f1;0.441
(1, 4, 5);3;134;f1;0.441
(1, 4, 5);3;135;f1;0.441
(1, 4, 5);3;136;f1;0.441
(1, 4, 5);3;137;f1;0.441
(1, 4, 5);3;138;f1;0.441
(1, 4, 5);3;139;f1;0.441
(1, 4, 5);3;140;f1;0.441
(1, 4, 5);3;141;f1;0.441
(1, 4, 5);3;142;f1;0.441
(1, 4, 5);3;143;f1;0.441
(1, 4, 5);3;144;f1;0.441
(1, 4, 5);3;145;f1;0.441
(1, 4, 5);3;146;f1;0.441
(1, 4, 5);3;147;f1;0.441
(1, 4, 5);3;148;f1;0.441
(1, 4, 5);3;149;f1;0.441
(1, 4, 5);3;150;f1;0.441
(1, 4, 5);3;151;f1;0.441
(1, 4, 5);3;152;f1;0.441
(1, 4, 5);3;153;f1;0.448
(1, 4, 5);3;154;f1;0.448
(1, 4, 5);3;155;f1;0.448
(1, 4, 5);3;156;f1;0.448
(1, 4, 5);3;157;f1;0.448
(1, 4, 5);3;158;f1;0.565
(1, 4, 5);3;159;f1;0.592
(1, 4, 5);3;0;f2;0.0
(1, 4, 5);3;1;f2;0.0
(1, 4, 5);3;2;f2;0.0
(1, 4, 5);3;3;f2;0.0
(1, 4, 5);3;4;f2;0.0
(1, 4, 5);3;5;f2;0.0
(1, 4, 5);3;6;f2;0.0
(1, 4, 5);3;7;f2;0.0
(1, 4, 5);3;8;f2;0.0
(1, 4, 5);3;9;f2;0.0
(1, 4, 5);3;10;f2;0.0
(1, 4, 5);3;11;f2;0.0
(1, 4, 5);3;12;f2;0.0
(1, 4, 5);3;13;f2;0.0
(1, 4, 5);3;14;f2;0.0
(1, 4, 5);3;15;f2;0.0
(1, 4, 5);3;16;f2;0.0
(1, 4, 5);3;17;f2;0.0
(1, 4, 5);3;18;f2;0.0
(1, 4, 5);3;19;f2;0.0
(1, 4, 5);3;20;f2;0.0
(1, 4, 5);3;21;f2;0.0
(1, 4, 5);3;22;f2;0.0
(1, 4, 5);3;23;f2;0.0
(1, 4, 5);3;24;f2;0.0
(1, 4, 5);3;25;f2;0.0
(1, 4, 5);3;26;f2;0.0
(1, 4, 5);3;27;f2;0.0
(1, 4, 5);3;28;f2;0.0
(1, 4, 5);3;29;f2;0.0
(1, 4, 5);3;30;f2;0.0
(1, 4, 5);3;31;f2;0.0
(1, 4, 5);3;32;f2;0.0
(1, 4, 5);3;33;f2;0.0
(1, 4, 5);3;34;f2;0.0
(1, 4, 5);3;35;f2;0.0
(1, 4, 5);3;36;f2;0.0
(1, 4, 5);3;37;f2;0.0
(1, 4, 5);3;38;f2;0.0
(1, 4, 5);3;39;f2;0.0
(1, 4, 5);3;40;f2;0.0
(1, 4, 5);3;41;f2;0.0
(1, 4, 5);3;42;f2;0.0
(1, 4, 5);3;43;f2;0.0
(1, 4, 5);3;44;f2;0.0
(1, 4, 5);3;45;f2;0.0
(1, 4, 5);3;46;f2;0.0
(1, 4, 5);3;47;f2;0.0
(1, 4, 5);3;48;f2;0.0
(1, 4, 5);3;49;f2;0.0
(1, 4, 5);3;50;f2;0.0
(1, 4, 5);3;51;f2;0.0
(1, 4, 5);3;52;f2;0.0
(1, 4, 5);3;53;f2;0.0
(1, 4, 5);3;54;f2;0.0
(1, 4, 5);3;55;f2;0.0
(1, 4, 5);3;56;f2;0.0
(1, 4, 5);3;57;f2;0.0
(1, 4, 5);3;58;f2;0.0
(1, 4, 5);3;59;f2;0.0
(1, 4, 5);3;60;f2;0.0
(1, 4, 5);3;61;f2;0.0
(1, 4, 5);3;62;f2;0.0
(1, 4, 5);3;63;f2;0.0
(1, 4, 5);3;64;f2;0.0
(1, 4, 5);3;65;f2;0.0
(1, 4, 5);3;66;f2;0.0
(1, 4, 5);3;67;f2;0.0
(1, 4, 5);3;68;f2;0.0
(1, 4, 5);3;69;f2;0.0
(1, 4, 5);3;70;f2;0.0
(1, 4, 5);3;71;f2;0.0
(1, 4, 5);3;72;f2;0.0
(1, 4, 5);3;73;f2;0.0
(1, 4, 5);3;74;f2;0.0
(1, 4, 5);3;75;f2;0.0
(1, 4, 5);3;76;f2;0.0
(1, 4, 5);3;77;f2;0.0
(1, 4, 5);3;78;f2;0.0
(1, 4, 5);3;79;f2;0.0
(1, 4, 5);3;80;f2;0.0
(1, 4, 5);3;81;f2;0.0
(1, 4, 5);3;82;f2;0.0
(1, 4, 5);3;83;f2;0.0
(1, 4, 5);3;84;f2;0.0
(1, 4, 5);3;85;f2;0.0
(1, 4, 5);3;86;f2;0.0
(1, 4, 5);3;87;f2;0.0
(1, 4, 5);3;88;f2;0.0
(1, 4, 5);3;89;f2;0.0
(1, 4, 5);3;90;f2;0.0
(1, 4, 5);3;91;f2;0.0
